category,price,discount,quantity,payment_method,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,order_year,order_month,order_day_of_week
Electronics,250.0,0.15,1,COD,East,0,212.5,8.32,17.18,53,Female,5,2024,3,4
Fashion,49.81,0.0,1,Credit Card,West,0,49.81,4.45,12.98,69,Male,5,2024,1,2
Grocery,13.89,0.3,2,UPI,East,0,19.45,3.94,-2.38,27,Female,6,2024,4,3
Fashion,94.97,0.1,1,Debit Card,North,0,85.47,7.02,22.89,59,Male,4,2024,6,0
Sports,115.03,0.0,1,COD,East,0,115.03,6.53,27.98,42,Female,5,2025,1,2
Fashion,105.07,0.1,1,Credit Card,East,0,94.56,5.94,27.16,19,Female,5,2025,9,5
Home,150.74,0.1,3,UPI,West,0,407.0,9.08,104.88,64,Female,6,2025,5,6
Grocery,6.67,0.0,4,Wallet,West,0,26.68,5.26,-3.13,34,Male,7,2024,8,1
Electronics,373.9,0.0,1,UPI,South,0,373.9,8.02,36.85,21,Male,5,2024,12,4
Fashion,69.2,0.0,1,Credit Card,West,0,69.2,7.09,17.13,47,Male,4,2024,3,3
Home,162.37,0.0,1,Credit Card,East,0,162.37,7.26,38.2,36,Male,5,2025,6,5
Beauty,49.47,0.05,1,COD,West,0,47.0,4.49,16.66,69,Female,6,2023,12,5
Electronics,816.99,0.0,1,Debit Card,West,0,816.99,9.28,88.76,22,Female,4,2023,12,5
Home,63.76,0.0,1,Credit Card,Central,0,63.76,7.27,10.58,21,Female,4,2024,5,3
Fashion,9.04,0.0,3,COD,West,0,27.12,4.71,4.78,34,Female,7,2025,3,6
Electronics,397.2,0.05,3,Debit Card,West,0,1132.02,10.61,125.23,47,Female,5,2024,7,4
Fashion,10.74,0.0,1,Debit Card,North,0,10.74,2.99,0.77,61,Female,4,2024,11,4
Grocery,29.36,0.05,1,PayPal,North,0,27.89,4.41,-2.18,51,Female,4,2025,7,0
Fashion,89.91,0.05,1,Debit Card,East,0,85.41,5.89,24.0,42,Male,5,2024,12,3
Beauty,33.63,0.05,1,Debit Card,West,1,31.95,6.27,8.11,50,Male,4,2025,5,6
Fashion,133.13,0.0,1,Credit Card,South,0,133.13,6.7,39.9,56,Female,5,2024,6,1
Electronics,759.15,0.15,1,Debit Card,North,0,645.28,9.17,68.26,66,Other,3,2025,2,0
Fashion,131.02,0.3,1,Credit Card,West,0,91.71,7.07,25.03,67,Female,5,2024,9,5
Home,185.08,0.1,1,Wallet,West,0,166.57,9.0,37.64,52,Male,5,2024,1,3
Fashion,27.6,0.0,2,Debit Card,East,0,55.2,7.07,12.25,59,Male,7,2024,4,5
Beauty,4.2,0.0,1,PayPal,South,0,4.2,2.52,-0.63,62,Male,5,2024,8,5
Grocery,1.84,0.0,1,PayPal,West,0,1.84,1.44,-1.29,52,Male,6,2025,8,3
Electronics,562.12,0.0,1,COD,East,0,562.12,9.37,58.08,25,Male,7,2024,7,0
Sports,30.89,0.15,1,Credit Card,Central,0,26.26,6.83,1.05,61,Male,3,2024,5,2
Electronics,172.06,0.0,2,Credit Card,South,0,344.12,8.87,32.42,56,Female,4,2025,5,0
Electronics,336.7,0.0,1,Credit Card,South,0,336.7,8.56,31.84,57,Male,4,2023,9,5
Electronics,95.67,0.0,1,Credit Card,West,0,95.67,7.9,3.58,66,Female,6,2024,3,0
Home,565.87,0.1,1,Debit Card,West,1,509.28,9.72,132.88,54,Male,4,2024,11,4
Electronics,602.12,0.0,3,Debit Card,Central,0,1806.36,13.12,203.64,37,Female,4,2024,6,5
Sports,96.41,0.0,4,Credit Card,West,0,385.64,8.61,107.08,37,Male,6,2025,5,4
Electronics,827.06,0.0,2,Debit Card,West,0,1654.12,11.84,186.65,56,Male,6,2023,12,0
Home,99.58,0.0,1,COD,West,0,99.58,7.03,20.85,48,Male,6,2025,6,2
Sports,233.46,0.0,1,Credit Card,East,0,233.46,8.1,61.94,44,Male,5,2025,1,5
Fashion,90.97,0.05,1,Debit Card,East,0,86.42,6.52,23.73,66,Male,6,2024,7,4
Beauty,3.35,0.1,1,COD,West,1,3.02,2.62,-1.26,28,Male,5,2024,4,0
Fashion,83.34,0.15,1,Credit Card,Central,0,70.84,6.71,18.08,42,Male,4,2023,9,1
Fashion,80.33,0.05,1,Debit Card,West,0,76.31,7.15,19.56,43,Female,5,2024,12,4
Toys,9.51,0.1,3,Credit Card,Central,0,25.68,4.02,6.25,67,Male,4,2024,8,5
Fashion,38.4,0.0,1,PayPal,North,0,38.4,5.96,7.48,29,Female,5,2024,6,0
Toys,4.92,0.0,5,UPI,Central,0,24.6,7.36,2.48,28,Male,6,2024,1,3
Fashion,59.0,0.0,1,Credit Card,West,0,59.0,6.01,14.64,55,Male,5,2024,12,1
Fashion,60.17,0.3,1,Debit Card,East,1,42.12,5.34,9.4,36,Female,6,2024,3,5
Electronics,1346.02,0.0,1,Credit Card,North,0,1346.02,9.41,152.11,37,Female,3,2024,4,2
Home,178.91,0.0,1,Credit Card,East,0,178.91,5.92,44.17,43,Other,6,2024,5,4
Home,88.08,0.1,1,UPI,North,0,79.27,7.16,15.04,45,Male,4,2023,9,4
Electronics,114.6,0.0,1,PayPal,South,0,114.6,6.71,7.04,35,Female,7,2024,3,6
Home,214.06,0.0,1,Credit Card,West,0,214.06,8.33,51.61,42,Female,4,2024,12,5
Electronics,191.91,0.1,1,PayPal,East,0,172.72,7.12,13.61,43,Male,6,2025,1,3
Toys,58.59,0.0,1,Credit Card,South,0,58.59,6.42,17.02,41,Male,5,2023,11,4
Home,52.72,0.1,1,Credit Card,Central,0,47.45,7.37,5.92,45,Male,3,2024,10,0
Sports,31.53,0.1,1,COD,South,0,28.38,6.46,2.05,41,Female,5,2023,10,0
Toys,21.05,0.05,1,UPI,South,0,20.0,3.78,4.22,43,Female,4,2024,11,1
Electronics,853.58,0.05,3,COD,South,0,2432.7,12.43,279.49,20,Female,6,2025,3,6
Fashion,12.48,0.15,2,Credit Card,North,0,21.22,4.61,2.82,69,Female,3,2025,4,5
Electronics,63.72,0.0,4,COD,East,0,254.88,8.47,22.12,32,Female,5,2024,11,2
Electronics,1162.47,0.2,1,PayPal,West,0,929.98,11.06,100.54,25,Female,4,2025,1,2
Electronics,97.78,0.0,1,Credit Card,South,0,97.78,7.54,4.19,44,Male,4,2024,8,6
Home,133.14,0.2,5,Wallet,South,0,532.56,9.6,139.52,48,Female,6,2025,3,5
Home,39.23,0.0,1,Debit Card,North,0,39.23,5.31,5.67,29,Female,4,2023,12,3
Electronics,109.65,0.0,1,Credit Card,South,0,109.65,5.51,7.65,28,Male,4,2025,8,0
Fashion,13.34,0.0,1,Wallet,North,0,13.34,4.26,0.41,43,Male,5,2024,6,4
Fashion,65.86,0.0,2,PayPal,Central,0,131.72,7.11,38.99,53,Female,6,2025,9,1
Fashion,75.09,0.0,1,Debit Card,North,0,75.09,7.42,18.86,51,Female,3,2024,9,5
Sports,22.55,0.1,1,UPI,South,0,20.3,4.92,1.17,34,Female,5,2024,3,5
Sports,24.44,0.0,1,Wallet,West,0,24.44,6.55,0.78,40,Female,5,2024,11,3
Fashion,138.89,0.0,1,Debit Card,South,0,138.89,6.71,41.9,60,Male,5,2024,10,3
Toys,19.48,0.1,1,UPI,West,0,17.53,3.31,3.7,60,Female,4,2024,7,0
Home,210.14,0.2,3,Debit Card,East,0,504.34,10.37,130.85,41,Female,6,2025,4,0
Beauty,5.06,0.0,1,COD,South,0,5.06,2.28,0.0,56,Male,5,2023,9,3
Electronics,67.5,0.05,1,COD,Central,0,64.12,7.03,0.66,68,Female,3,2024,9,2
Fashion,29.81,0.0,1,Wallet,South,0,29.81,4.85,5.58,69,Female,6,2025,6,3
Sports,89.67,0.2,1,Credit Card,East,0,71.74,6.6,14.92,21,Male,5,2023,9,5
Grocery,7.14,0.0,4,Debit Card,North,0,28.56,5.01,-2.73,37,Female,3,2024,4,0
Sports,132.9,0.0,1,UPI,Central,0,132.9,7.37,32.5,29,Female,3,2024,6,2
Electronics,409.81,0.2,1,PayPal,East,0,327.85,10.06,29.28,30,Female,6,2025,8,6
Electronics,242.44,0.0,1,Wallet,East,0,242.44,9.68,19.41,45,Other,6,2023,11,0
Home,20.9,0.0,1,Debit Card,South,0,20.9,5.71,0.14,45,Female,5,2024,7,4
Sports,99.01,0.0,1,Credit Card,South,0,99.01,6.98,22.72,52,Male,6,2023,10,4
Electronics,140.0,0.0,4,UPI,North,0,560.0,8.15,59.05,37,Female,3,2024,10,1
Sports,57.94,0.0,2,Wallet,Central,0,115.88,7.74,27.02,36,Male,4,2025,2,0
Beauty,3.36,0.05,1,Credit Card,South,0,3.19,3.2,-1.76,49,Female,6,2025,5,6
Toys,16.48,0.0,4,Credit Card,North,0,65.92,5.61,20.76,24,Female,3,2024,10,0
Beauty,32.42,0.0,2,Wallet,West,0,64.84,5.39,23.79,60,Male,5,2025,8,4
Beauty,24.11,0.0,1,Credit Card,East,0,24.11,4.69,6.16,47,Male,6,2023,10,4
Fashion,73.47,0.05,1,Debit Card,North,0,69.8,6.46,17.97,40,Male,4,2024,12,0
Sports,742.09,0.2,1,Debit Card,Central,0,593.67,10.43,167.67,37,Male,4,2025,5,4
Toys,21.69,0.0,1,COD,East,0,21.69,5.14,3.54,60,Female,5,2024,12,0
Toys,6.91,0.0,1,UPI,West,0,6.91,1.65,1.11,32,Female,4,2023,11,4
Electronics,326.03,0.0,1,Debit Card,West,0,326.03,8.99,30.13,41,Male,6,2024,5,3
Beauty,9.89,0.0,1,UPI,West,0,9.89,4.34,0.11,21,Female,5,2024,10,2
Grocery,6.28,0.0,1,UPI,Central,0,6.28,3.35,-2.85,59,Male,7,2024,1,2
Beauty,13.63,0.0,1,UPI,North,0,13.63,4.27,1.86,42,Male,4,2024,5,2
Electronics,288.53,0.05,1,COD,West,0,274.1,8.23,24.66,25,Female,7,2024,6,6
Toys,16.59,0.05,1,Credit Card,South,0,15.76,4.45,1.85,21,Male,5,2024,6,2
Fashion,59.11,0.3,1,Credit Card,North,0,41.38,5.42,9.06,20,Female,3,2025,9,4
Electronics,237.12,0.3,1,Credit Card,East,0,165.98,6.88,13.04,41,Other,6,2024,7,2
Home,37.37,0.0,1,Wallet,West,0,37.37,6.28,4.18,48,Female,4,2024,4,1
Electronics,269.47,0.0,1,Credit Card,South,0,269.47,8.56,23.78,68,Female,4,2024,12,6
Electronics,567.38,0.0,1,Credit Card,East,0,567.38,9.78,58.31,25,Male,5,2024,5,5
Home,169.77,0.15,1,Debit Card,Central,1,144.3,7.75,32.65,25,Female,4,2025,4,0
Beauty,6.0,0.05,1,Debit Card,South,0,5.7,3.3,-0.73,48,Male,6,2024,10,6
Grocery,40.01,0.05,1,COD,North,0,38.01,6.34,-3.3,34,Female,5,2025,4,3
Sports,45.9,0.05,2,PayPal,West,0,87.21,6.25,19.91,44,Female,5,2023,9,2
Toys,19.37,0.0,1,Debit Card,North,0,19.37,3.92,3.83,56,Female,4,2024,11,3
Home,14.29,0.0,1,Debit Card,South,0,14.29,4.49,-0.49,46,Female,4,2024,4,0
Fashion,123.11,0.0,2,Credit Card,Central,0,246.22,8.58,77.6,60,Female,4,2025,3,4
Beauty,31.19,0.2,1,Credit Card,South,0,24.95,5.9,5.33,24,Male,5,2025,1,0
Sports,41.77,0.0,4,Credit Card,South,0,167.08,6.4,43.72,28,Female,4,2025,4,6
Beauty,31.17,0.0,3,Wallet,South,0,93.51,6.6,35.48,55,Female,4,2024,12,6
Fashion,22.02,0.15,1,COD,West,0,18.72,4.82,1.73,52,Female,4,2024,8,1
Home,49.6,0.2,1,Debit Card,South,0,39.68,4.58,6.53,49,Female,5,2023,10,4
Home,88.0,0.05,1,Credit Card,West,1,83.6,6.62,16.79,19,Male,5,2025,4,6
Electronics,347.85,0.3,1,Wallet,East,0,243.5,7.16,22.06,30,Female,6,2025,9,6
Toys,6.62,0.0,3,Credit Card,South,0,19.86,5.57,2.37,55,Male,5,2024,2,5
Home,188.84,0.05,1,UPI,South,0,179.4,6.72,43.51,54,Male,5,2025,1,3
Sports,94.85,0.0,1,Credit Card,West,0,94.85,7.12,21.33,27,Female,4,2023,9,4
Electronics,52.43,0.0,1,COD,West,0,52.43,4.29,2.0,25,Male,6,2025,9,0
Beauty,22.53,0.0,1,Debit Card,South,0,22.53,4.48,5.66,41,Female,4,2025,4,4
Grocery,8.19,0.15,1,COD,West,0,6.96,3.7,-3.14,67,Male,7,2024,12,1
Fashion,59.41,0.0,1,Debit Card,South,0,59.41,5.86,14.93,25,Female,5,2025,3,4
Fashion,117.13,0.0,2,Credit Card,Central,0,234.26,9.1,72.89,40,Female,4,2025,7,6
Home,50.12,0.1,3,Credit Card,West,0,135.32,6.15,31.74,31,Female,5,2024,8,2
Home,157.45,0.1,3,Credit Card,South,0,425.11,9.86,109.17,31,Male,5,2024,6,6
Beauty,7.03,0.0,1,Credit Card,North,0,7.03,2.3,0.86,23,Female,3,2024,12,3
Home,21.78,0.1,1,PayPal,North,0,19.6,4.13,1.36,38,Female,3,2024,4,0
Sports,274.1,0.0,1,Credit Card,West,0,274.1,5.85,76.38,47,Female,5,2025,3,5
Home,271.04,0.0,1,Credit Card,North,0,271.04,7.58,68.31,51,Other,3,2023,11,1
Electronics,276.19,0.0,1,Credit Card,South,0,276.19,9.57,23.57,27,Female,5,2024,7,4
Grocery,2.96,0.1,1,Credit Card,West,0,2.66,1.56,-1.35,69,Male,4,2024,11,3
Fashion,20.03,0.0,2,Debit Card,West,0,40.06,6.8,7.22,30,Female,6,2024,2,3
Beauty,23.53,0.0,3,Credit Card,West,0,70.59,5.57,26.2,39,Male,6,2024,3,4
Electronics,392.91,0.0,1,Debit Card,South,0,392.91,8.49,38.66,32,Female,5,2024,2,5
Grocery,16.45,0.0,3,PayPal,North,0,49.35,7.08,-3.13,34,Male,3,2024,1,4
Grocery,19.14,0.05,1,Credit Card,South,0,18.18,4.63,-3.18,62,Male,5,2024,11,1
Home,41.02,0.05,1,Credit Card,Central,1,38.97,4.28,6.63,21,Female,5,2023,12,3
Electronics,164.18,0.0,1,Credit Card,East,0,164.18,6.66,13.04,26,Female,5,2025,2,5
Toys,2.25,0.0,1,UPI,West,0,2.25,1.2,-0.3,69,Other,5,2025,3,2
Fashion,8.78,0.05,1,Wallet,Central,0,8.34,2.78,0.14,61,Female,3,2025,3,2
Sports,46.42,0.0,4,Credit Card,Central,0,185.68,9.37,46.33,21,Female,4,2025,4,6
Grocery,3.71,0.0,2,Debit Card,North,0,7.42,1.41,-0.82,67,Female,4,2025,1,3
Beauty,19.62,0.0,1,Credit Card,East,0,19.62,4.96,3.87,68,Female,6,2024,5,4
Toys,39.14,0.0,1,COD,South,0,39.14,5.87,9.79,27,Male,5,2025,6,2
Fashion,68.11,0.0,1,Credit Card,South,0,68.11,5.9,17.94,40,Male,4,2024,7,0
Grocery,19.5,0.0,1,Debit Card,South,0,19.5,5.05,-3.49,28,Male,6,2024,11,1
Fashion,50.08,0.0,1,PayPal,East,1,50.08,7.22,10.31,35,Male,7,2025,3,1
Fashion,64.27,0.0,1,UPI,Central,0,64.27,7.01,15.48,21,Female,3,2024,2,6
Toys,5.9,0.0,1,Debit Card,South,0,5.9,2.96,-0.6,47,Female,5,2024,4,3
Beauty,22.7,0.1,1,Debit Card,North,0,20.43,7.13,2.06,26,Female,4,2025,4,1
Toys,18.63,0.15,1,Credit Card,North,0,15.84,5.15,1.19,66,Female,3,2023,11,2
Toys,21.49,0.0,1,Credit Card,West,0,21.49,5.55,3.05,58,Female,6,2025,8,4
Sports,158.57,0.0,3,PayPal,West,0,475.71,10.45,132.26,58,Male,4,2025,8,6
Fashion,146.72,0.0,2,Debit Card,South,0,293.44,7.17,95.53,41,Male,5,2025,5,5
Sports,132.31,0.05,1,Debit Card,East,0,125.69,7.34,30.37,50,Female,5,2023,11,5
Electronics,881.45,0.0,2,Credit Card,North,0,1762.9,11.36,200.19,65,Female,7,2024,3,2
Fashion,44.25,0.0,1,PayPal,East,0,44.25,5.27,10.22,52,Male,6,2024,8,4
Sports,43.59,0.0,1,Debit Card,Central,0,43.59,6.5,6.58,36,Male,4,2024,10,1
Grocery,15.15,0.1,1,UPI,East,0,13.64,4.33,-3.24,61,Male,6,2024,10,4
Toys,79.88,0.1,2,Credit Card,North,0,143.78,6.57,50.94,46,Female,5,2025,4,5
Fashion,65.81,0.0,1,Credit Card,East,0,65.81,7.15,15.88,36,Female,5,2025,8,0
Toys,70.33,0.0,1,UPI,South,0,70.33,5.5,22.63,31,Male,5,2025,4,4
Grocery,1.3,0.0,1,Debit Card,West,0,1.3,1.5,-1.4,25,Male,6,2025,1,4
Fashion,19.7,0.0,1,Credit Card,East,0,19.7,2.82,4.07,30,Female,5,2023,9,6
Fashion,20.72,0.1,1,Credit Card,West,0,18.65,2.9,3.63,39,Male,4,2024,4,3
Fashion,32.36,0.05,1,Wallet,North,0,30.74,3.88,6.88,54,Male,6,2025,7,6
Home,14.12,0.05,1,Credit Card,West,0,13.41,4.34,-0.59,37,Male,6,2023,10,4
Electronics,848.32,0.1,1,Wallet,West,0,763.49,9.36,82.26,61,Female,4,2023,12,5
Home,171.67,0.0,4,Debit Card,West,0,686.68,9.2,183.07,26,Female,4,2023,10,1
Sports,18.62,0.05,2,Credit Card,Central,0,35.38,5.3,5.31,27,Male,5,2023,11,4
Beauty,7.7,0.1,1,Debit Card,East,0,6.93,4.48,-1.36,58,Female,7,2024,2,6
Grocery,13.17,0.05,2,PayPal,Central,0,25.02,4.34,-2.34,69,Male,4,2025,4,5
Home,324.87,0.05,1,Wallet,East,0,308.63,9.32,77.1,63,Male,5,2025,1,4
Electronics,79.8,0.05,2,Wallet,East,0,151.62,6.4,11.79,63,Female,5,2024,1,1
Home,84.78,0.15,1,Credit Card,North,0,72.06,5.91,14.27,31,Male,4,2023,10,5
Grocery,3.94,0.0,1,Credit Card,South,0,3.94,1.64,-1.32,67,Female,4,2025,1,5
Electronics,114.63,0.0,1,Debit Card,East,0,114.63,6.3,7.46,45,Male,6,2025,1,6
Fashion,69.39,0.15,1,Credit Card,East,0,58.98,7.66,12.98,54,Female,6,2023,12,3
Sports,182.23,0.0,1,UPI,Central,0,182.23,8.26,46.41,58,Female,4,2025,3,6
Fashion,129.89,0.0,1,Debit Card,East,0,129.89,8.18,37.28,65,Male,5,2024,10,3
Toys,24.66,0.0,3,Credit Card,North,0,73.98,6.92,22.67,67,Male,3,2024,7,1
Home,18.94,0.0,2,Credit Card,East,0,37.88,3.38,7.23,38,Male,8,2024,4,6
Toys,10.69,0.0,1,Wallet,North,0,10.69,2.34,1.94,48,Female,5,2024,5,2
Beauty,17.27,0.15,1,Debit Card,South,0,14.68,4.43,2.18,58,Male,4,2025,4,5
Electronics,154.91,0.0,1,UPI,East,0,154.91,6.8,11.79,31,Female,5,2025,5,3
Home,112.21,0.0,1,PayPal,South,0,112.21,5.94,25.48,48,Female,4,2025,7,2
Fashion,18.02,0.0,1,COD,North,0,18.02,4.22,2.09,33,Male,5,2024,9,2
Toys,47.17,0.0,1,UPI,North,0,47.17,7.2,11.67,68,Male,6,2023,10,6
Beauty,6.79,0.15,1,COD,North,0,5.77,4.68,-2.08,54,Female,4,2024,12,3
Toys,12.92,0.05,1,Credit Card,East,0,12.27,5.83,-0.92,37,Male,6,2025,3,0
Home,27.56,0.0,1,Credit Card,East,0,27.56,5.65,2.07,39,Male,9,2023,9,2
Sports,53.62,0.0,1,Debit Card,Central,0,53.62,5.17,10.92,36,Female,4,2024,1,6
Electronics,265.53,0.05,1,PayPal,North,0,252.25,10.19,20.08,40,Female,3,2024,10,1
Electronics,312.34,0.0,2,Debit Card,South,0,624.68,10.14,64.82,56,Female,4,2023,10,1
Fashion,24.8,0.05,1,UPI,West,0,23.56,5.57,2.68,32,Male,5,2025,1,2
Toys,34.62,0.15,3,Debit Card,Central,0,88.28,5.57,29.74,59,Male,4,2024,12,6
Beauty,20.75,0.15,1,Credit Card,South,0,17.64,2.56,5.38,64,Female,4,2025,8,1
Home,652.79,0.0,1,Credit Card,North,0,652.79,11.05,171.73,52,Female,5,2025,3,4
Grocery,2.74,0.1,4,UPI,West,0,9.86,2.84,-2.05,67,Male,4,2025,1,4
Home,36.7,0.0,1,Credit Card,North,0,36.7,6.22,4.06,58,Female,3,2023,9,4
Beauty,42.65,0.0,1,Wallet,West,0,42.65,5.05,14.14,68,Female,5,2025,6,6
Grocery,11.64,0.05,1,Credit Card,South,0,11.06,3.65,-2.77,49,Male,5,2025,7,3
Beauty,13.93,0.0,3,PayPal,West,0,41.79,6.23,12.58,37,Male,4,2023,10,4
Toys,12.39,0.05,2,COD,Central,0,23.54,4.01,5.41,19,Male,5,2024,3,3
Home,119.23,0.0,1,UPI,West,1,119.23,7.11,26.27,34,Male,9,2025,1,4
Electronics,79.15,0.1,1,Credit Card,North,0,71.24,8.05,0.5,38,Male,3,2024,3,1
Toys,30.49,0.15,2,Credit Card,West,0,51.83,4.04,16.69,50,Female,4,2025,5,2
Grocery,8.85,0.0,1,PayPal,South,1,8.85,3.54,-2.83,21,Male,4,2025,2,1
Home,80.03,0.0,1,Credit Card,South,1,80.03,6.29,16.12,49,Male,5,2025,7,4
Home,205.35,0.0,3,UPI,South,0,616.05,10.4,162.09,46,Female,4,2024,9,3
Home,120.88,0.0,1,Debit Card,South,0,120.88,6.68,27.17,47,Female,4,2025,6,3
Grocery,19.47,0.0,3,COD,East,0,58.41,7.48,-2.81,51,Male,6,2024,8,1
Grocery,35.76,0.05,1,Debit Card,Central,0,33.97,5.25,-2.53,18,Male,5,2025,2,0
Electronics,997.62,0.0,4,Debit Card,East,0,3990.48,12.49,466.37,66,Male,7,2024,4,5
Toys,13.03,0.15,1,Debit Card,Central,0,11.08,4.45,-0.02,28,Female,4,2024,11,2
Beauty,4.77,0.0,1,Credit Card,East,1,4.77,2.96,-0.81,61,Female,6,2025,1,3
Electronics,54.09,0.05,1,Wallet,West,0,51.39,6.16,0.01,38,Male,5,2025,1,1
Home,170.84,0.0,2,UPI,North,0,341.68,9.22,86.45,25,Other,4,2024,10,5
Electronics,77.65,0.0,2,Credit Card,North,0,155.3,6.94,11.7,67,Female,4,2024,10,4
Toys,11.73,0.05,1,Credit Card,North,0,11.14,4.23,0.23,29,Male,4,2025,2,0
Electronics,402.78,0.0,2,Credit Card,South,0,805.56,8.95,87.72,21,Female,4,2024,6,2
Toys,128.43,0.05,1,Credit Card,East,0,122.01,6.4,42.4,35,Female,5,2025,6,4
Grocery,4.32,0.05,1,Debit Card,South,0,4.1,2.35,-2.02,69,Male,7,2024,7,5
Electronics,53.17,0.0,1,Debit Card,North,0,53.17,3.52,2.86,56,Female,3,2025,6,2
Sports,14.14,0.0,2,COD,East,0,28.28,5.75,2.73,30,Other,5,2025,8,3
Beauty,9.19,0.0,3,Credit Card,East,0,27.57,6.91,5.5,48,Female,6,2024,6,6
Grocery,66.34,0.0,1,PayPal,East,0,66.34,6.73,-1.42,48,Male,6,2024,2,3
Toys,3.58,0.0,1,PayPal,East,0,3.58,1.82,-0.39,18,Female,5,2024,5,2
Sports,146.03,0.0,1,COD,Central,0,146.03,6.85,36.96,65,Female,4,2024,4,3
Grocery,3.14,0.05,3,Debit Card,North,0,8.95,4.07,-3.35,60,Male,3,2025,5,2
Electronics,124.05,0.1,3,Credit Card,Central,0,334.94,8.54,31.65,35,Female,4,2024,1,0
Home,21.83,0.0,3,COD,Central,0,65.49,7.08,11.26,25,Male,5,2023,12,3
Toys,7.09,0.0,1,Debit Card,East,0,7.09,2.42,0.42,36,Male,6,2025,6,5
Electronics,89.9,0.2,1,Debit Card,West,0,71.92,5.44,3.19,61,Male,7,2025,8,4
Grocery,1.23,0.0,1,Credit Card,West,0,1.23,0.53,-0.43,47,Other,5,2024,11,2
Sports,167.6,0.0,3,COD,West,0,502.8,9.89,140.95,69,Male,5,2025,7,6
Home,37.83,0.15,1,PayPal,West,0,32.16,4.71,4.29,39,Male,6,2025,1,2
Fashion,11.21,0.0,1,Credit Card,West,0,11.21,4.54,-0.62,21,Male,6,2024,7,2
Electronics,153.26,0.05,1,PayPal,West,0,145.6,8.08,9.39,26,Other,4,2023,11,4
Electronics,505.49,0.2,2,Credit Card,Central,0,808.78,10.35,86.7,64,Female,5,2025,8,2
Home,43.52,0.1,1,COD,South,0,39.17,7.45,3.52,67,Female,5,2024,4,0
Toys,17.35,0.1,1,Credit Card,North,0,15.62,3.69,2.56,38,Other,5,2024,4,6
Beauty,8.99,0.0,1,Credit Card,South,0,8.99,2.4,1.65,30,Female,7,2025,1,2
Home,74.46,0.0,1,Credit Card,North,0,74.46,5.58,15.27,63,Male,4,2023,11,5
Fashion,41.22,0.0,1,UPI,East,0,41.22,4.94,9.49,65,Male,5,2024,4,1
Electronics,510.87,0.05,1,UPI,South,0,485.33,8.2,50.04,66,Male,4,2025,1,4
Grocery,5.36,0.1,1,PayPal,South,0,4.82,4.59,-4.2,53,Female,5,2024,2,5
Electronics,242.22,0.0,1,Debit Card,East,0,242.22,9.67,19.4,26,Male,7,2025,1,4
Fashion,55.63,0.15,1,Debit Card,Central,0,47.29,4.79,11.76,49,Female,4,2024,11,0
Toys,8.33,0.0,1,Wallet,Central,0,8.33,2.07,1.26,45,Female,4,2024,3,6
Beauty,9.09,0.0,1,Debit Card,East,0,9.09,4.65,-0.56,48,Female,7,2024,7,5
Fashion,46.37,0.0,1,COD,North,0,46.37,5.12,11.11,56,Male,3,2024,5,4
Grocery,41.09,0.15,1,Credit Card,South,0,34.93,5.94,-3.15,42,Male,6,2024,12,3
Beauty,62.02,0.0,1,Debit Card,Central,0,62.02,6.76,21.15,40,Female,3,2025,5,4
Fashion,50.1,0.0,4,Credit Card,Central,0,200.4,6.87,63.27,37,Female,3,2025,1,6
Toys,12.78,0.1,3,Debit Card,Central,0,34.51,5.2,8.6,55,Male,3,2025,1,0
Electronics,321.14,0.05,2,Wallet,East,0,610.17,10.81,62.41,45,Male,6,2024,4,1
Home,223.23,0.0,2,Credit Card,North,0,446.46,8.72,116.29,67,Male,4,2024,2,5
Toys,3.92,0.1,4,Credit Card,East,0,14.11,3.28,2.36,69,Female,6,2024,11,0
Grocery,21.01,0.0,1,COD,East,0,21.01,5.48,-3.8,59,Female,7,2025,4,0
Home,151.28,0.0,1,Debit Card,North,0,151.28,9.06,33.3,57,Male,3,2025,7,0
Electronics,151.86,0.0,1,Credit Card,East,0,151.86,6.46,11.76,53,Male,5,2024,1,2
Beauty,54.15,0.0,1,UPI,South,0,54.15,7.19,17.18,44,Male,5,2024,7,3
Grocery,2.1,0.1,1,PayPal,East,0,1.89,0.95,-0.8,30,Male,5,2024,4,0
Sports,256.76,0.0,1,Debit Card,West,0,256.76,9.15,67.88,48,Male,8,2025,4,2
Beauty,15.03,0.0,1,Credit Card,West,0,15.03,4.27,2.49,55,Male,4,2025,7,5
Fashion,86.73,0.1,1,Wallet,Central,0,78.06,8.53,18.79,55,Female,3,2025,2,6
Beauty,7.11,0.05,1,Credit Card,East,0,6.75,5.18,-2.14,49,Male,5,2025,3,2
Grocery,12.04,0.15,1,UPI,Central,0,10.23,5.45,-4.63,38,Male,3,2023,11,2
Home,14.48,0.0,1,PayPal,Central,0,14.48,5.14,-1.09,21,Female,3,2024,9,5
Fashion,21.06,0.0,1,Debit Card,West,0,21.06,4.79,2.58,37,Female,4,2025,5,6
Home,243.04,0.15,3,COD,North,0,619.75,10.74,162.79,58,Male,3,2024,10,2
Home,89.76,0.2,1,Debit Card,West,0,71.81,7.97,12.14,51,Male,5,2024,10,6
Home,151.85,0.0,1,Credit Card,South,0,151.85,7.31,35.21,20,Female,4,2025,2,0
Electronics,585.02,0.0,3,UPI,South,0,1755.06,10.23,200.38,25,Male,5,2024,9,1
